timestamp;block_height;fee_per_vbyte
1232454851;1143;0.0
1232455094;1144;0.0
1232455240;1145;0.0
1232456479;1146;0.0
1232457025;1147;0.0
1232458200;1148;0.0
1232459287;1149;0.0
1232459495;1150;0.0
1232460645;1151;0.0
1232461912;1152;0.0
1232462603;1153;0.0
1232463379;1154;0.0
1232463836;1155;0.0
1232465269;1156;0.0
1232466217;1157;0.0
1232466915;1158;0.0
1232467760;1159;0.0
1232467835;1160;0.0
1232468329;1161;0.0
1232469448;1162;0.0
1232469804;1163;0.0
1232470806;1164;0.0
1232472056;1165;0.0
1232473286;1166;0.0
1232474035;1167;0.0
1232474926;1168;0.0
1232476054;1169;0.0
1232476860;1170;0.0
1232477955;1171;0.0
1232478569;1172;0.0
1232479216;1173;0.0
1232480358;1174;0.0
1232481678;1175;0.0
1232482818;1176;0.0
1232483653;1177;0.0
1232483950;1178;0.0
1232484296;1179;0.0
1232484648;1180;0.0
1232485760;1181;0.0
1232486925;1182;0.0
1232487639;1183;0.0
1232488392;1184;0.0
1232489051;1185;0.0
1232489717;1186;0.0
1232490443;1187;0.0
1232490969;1188;0.0
1232492251;1189;0.0
1232493570;1190;0.0
1232494808;1191;0.0
1232495125;1192;0.0
1232495699;1193;0.0
1232496082;1194;0.0
1232496380;1195;0.0
1232497364;1196;0.0
1232497626;1197;0.0
1232498519;1198;0.0
1232498953;1199;0.0
1232500435;1200;0.0
1232501684;1201;0.0
1232502483;1202;0.0
1232503773;1203;0.0
1232504229;1204;0.0
1232505060;1205;0.0
1232505102;1206;0.0
1232505800;1207;0.0
1232506171;1208;0.0
1232506968;1209;0.0
1232507902;1210;0.0
1232509364;1211;0.0
1232510363;1212;0.0
1232510782;1213;0.0
1232511863;1214;0.0
1232512266;1215;0.0
1232512290;1216;0.0
1232513029;1217;0.0
1232513643;1218;0.0
1232514395;1219;0.0
1232515122;1220;0.0
1232515789;1221;0.0
1232517300;1222;0.0
1232518399;1223;0.0
1232519561;1224;0.0
1232520307;1225;0.0
1232521228;1226;0.0
1232521768;1227;0.0
1232521905;1228;0.0
1232522562;1229;0.0
1232523624;1230;0.0
1232524332;1231;0.0
1232525373;1232;0.0
1232526312;1233;0.0
1232526531;1234;0.0
1232527002;1235;0.0
1232528367;1236;0.0
1232529202;1237;0.0
1232530568;1238;0.0
1232530978;1239;0.0
1232531092;1240;0.0
1232532040;1241;0.0
1232533088;1242;0.0
